"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
116,1,0.00148,"SRR6388701","121.769138","UK",TRUE,121.76894,2,121.7682,6.48648648648649
116,2,0.00148,"ERR5413748","121.769138","UK",TRUE,121.76894,3,121.7682,9.72972972972973
117,3,0.00148,"SRR6388693","121.769138","UK",TRUE,121.76894,4,121.7682,12.972972972973
117,4,0.00148,"ERR5412229","121.769138","UK",TRUE,121.76894,5,121.7682,16.2162162162162
121,5,0.00148,"ERR337794","44.018318","UK",TRUE,44.01827,8,44.01753,25.9459459459459
121,6,0.00148,"ERR363384","44.018318","UK",TRUE,44.01827,9,44.01753,29.1891891891892
120,7,48.4253,"ERR5413888","77.898722","UK",TRUE,77.89869,7,53.68604,22.7027027027027
123,8,0.00148,"ERR494904","55.389919","UK",TRUE,55.38982,10,55.38908,32.4324324324324
127,9,0.00148,"ERR5413020","57.935347","UK",TRUE,57.93523,18,57.93449,58.3783783783784
129,10,0.00148,"SRR6045771","57.938317","UK",TRUE,57.93819,20,57.93745,64.8648648648649
130,11,0.00148,"ERR5413480","63.023631","UK",TRUE,63.0235,21,63.02276,68.1081081081081
130,12,0.00148,"ERR5413541","63.023631","UK",TRUE,63.0235,22,63.02276,71.3513513513514
128,13,0.00148,"SRR6046312","57.936832","UK",TRUE,57.93671,19,57.93597,61.6216216216216
126,14,0.00148,"ERR5412009","57.933862","UK",TRUE,57.93375,17,57.93301,55.1351351351351
125,15,0.00148,"ERR5414314","57.932377","UK",TRUE,57.93227,16,57.93153,51.8918918918919
132,16,0.00148,"ERR5412599","57.933862","UK",TRUE,57.93375,12,57.93301,38.9189189189189
133,17,0.00148,"ERR5413449","57.935347","UK",TRUE,57.93523,13,57.93449,42.1621621621622
134,18,0.00148,"ERR5412798","57.936832","UK",TRUE,57.93671,14,57.93597,45.4054054054054
134,19,0.00148,"SRR6045069","57.936832","UK",TRUE,57.93671,15,57.93597,48.6486486486487
131,20,0.00148,"ERR5413643","57.932377","UK",TRUE,57.93227,11,57.93153,35.6756756756757
136,21,8.93355,"SRR19357822","46.350728","Taiwan",TRUE,46.35065,23,41.883875,74.5945945945946
138,22,0.00148,"SRR25361433","61.860668","Australia",TRUE,61.86062,24,61.85988,77.8378378378378
138,23,0.00148,"SRR25361442","61.860668","Australia",TRUE,61.86062,25,61.85988,81.0810810810811
139,24,0.00148,"SRR25361556","60.582286","Australia",TRUE,60.58223,26,60.58149,84.3243243243243
140,25,0.00148,"SRR25361492","60.583771","Australia",TRUE,60.58371,27,60.58297,87.5675675675676
140,26,0.00148,"SRR25361565","60.583771","Australia",TRUE,60.58371,28,60.58297,90.8108108108108
142,27,24.5643,"SRR30795427","61.982939","USA",TRUE,61.98288,32,49.70073,103.783783783784
144,28,0.00148,"ERR330754","57.956892","UK",TRUE,57.95684,33,57.9561,107.027027027027
144,29,0.00148,"ERR363240","57.956892","UK",TRUE,57.95684,34,57.9561,110.27027027027
145,30,0.00148,"ERR330765","57.972221","UK",TRUE,57.97217,35,57.97143,113.513513513514
145,31,0.00148,"ERR363251","57.972221","UK",TRUE,57.97217,36,57.97143,116.756756756757
146,32,15.3967,"ERR5413134","52.815375","UK",TRUE,52.81528,29,45.11693,94.0540540540541
147,33,3.81943,"SRR26728013","59.457906","Canada",TRUE,59.45781,30,57.548095,97.2972972972973
147,34,10.4851,"SRR26727994","66.1236","Canada",TRUE,66.12348,31,60.88093,100.540540540541
118,35,59.4925,"SRR29408725","70.242197","China",TRUE,70.24214,6,40.49589,19.4594594594595
113,36,47.9605,"ERR5413696","47.962026","UK",TRUE,47.96198,1,23.98173,3.24324324324324
153,37,0.00148,"ERR5413721","74.701445","UK",TRUE,74.70144,40,74.7007,129.72972972973
153,38,3.84422,"ERR5412182","78.544185","UK",TRUE,78.54418,41,76.62207,132.972972972973
154,39,0.00148,"ERR5412720","106.885957","UK",TRUE,106.88596,42,106.88522,136.216216216216
154,40,10.1685,"ERR5413149","117.052983","UK",TRUE,117.05298,43,111.96873,139.459459459459
