"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
8,1,21.8438,"DRR317500","103.476871","Taiwan",TRUE,103.4768,1,92.5549,60
8,2,13.5,"DRR317581","95.133013","Taiwan",TRUE,95.133,2,88.383,120
10,3,19.6717,"DRR317413","84.71306","Japan",TRUE,84.7131,4,74.87725,240
11,4,10.0717,"DRR317463","102.934318","Japan",TRUE,102.9343,5,97.89845,300
11,5,3.43876,"DRR317450","96.301334","Japan",TRUE,96.30136,6,94.58198,360
9,6,19.267,"ERR7253664","76.146024","Germany",TRUE,76.146,3,66.5125,180
7,7,0,"Node_7","0","Japan",FALSE,0,2.6875,0,161.25
7,8,81.633,"Node_1","81.633026","Taiwan",FALSE,81.633,1.5,40.8165,90
7,9,56.879,"Node_6","56.878994","Japan",FALSE,56.879,3.875,28.4395,232.5
9,10,8.1624,"Node_4","65.041393","Japan",FALSE,65.0414,4.75,60.9602,285
10,11,27.8212,"Node_2","92.862578","Japan",FALSE,92.8626,5.5,78.952,330
