"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
16,1,1.00275,"ERR5413882","27.758317","UK",TRUE,27.75835,6,27.256975,154.285714285714
17,2,2.04692,"ERR5412469","28.802568","UK",TRUE,28.8026,7,27.77914,180
18,3,8e-05,"ERR5412804","26.755796","UK",TRUE,26.75584,8,26.7558,205.714285714286
19,4,8e-05,"ERR5412975","26.755872","UK",TRUE,26.75592,9,26.75588,231.428571428571
20,5,8e-05,"ERR5414263","26.755948","UK",TRUE,26.756,10,26.75596,257.142857142857
21,6,8e-05,"ERR5412565","26.756024","UK",TRUE,26.75608,11,26.75604,282.857142857143
22,7,8e-05,"ERR5414101","26.7561","UK",TRUE,26.75616,12,26.75612,308.571428571429
23,8,8e-05,"ERR5414339","26.756176","UK",TRUE,26.75624,13,26.7562,334.285714285714
23,9,8e-05,"ERR5412849","26.756176","UK",TRUE,26.75624,14,26.7562,360
25,10,8e-05,"ERR494876","19.117554","UK",TRUE,19.1176,1,19.11756,25.7142857142857
25,11,8e-05,"ERR494879","19.117554","UK",TRUE,19.1176,2,19.11756,51.4285714285714
26,12,6.52808,"DRR317570","13.76595","Taiwan",TRUE,13.76595,3,10.50191,77.1428571428571
27,13,21.5646,"SRR25361430","28.802567","Australia",TRUE,28.80255,4,18.02025,102.857142857143
27,14,4.48335,"SRR7800736","11.721297","USA",TRUE,11.7213,5,9.479625,128.571428571429
15,15,0,"Node_14","0","UK",FALSE,0,4.810546875,0,123.699776785714
15,16,26.7556,"Node_8","26.755568","UK",FALSE,26.7556,6.99609375,13.3778,179.899553571429
16,17,8e-05,"Node_7","26.755644","UK",FALSE,26.75568,7.9921875,26.75564,205.513392857143
17,18,8e-05,"Node_6","26.75572","UK",FALSE,26.75576,8.984375,26.75572,231.026785714286
18,19,8e-05,"Node_5","26.755796","UK",FALSE,26.75584,9.96875,26.7558,256.339285714286
19,20,8e-05,"Node_4","26.755872","UK",FALSE,26.75592,10.9375,26.75588,281.25
20,21,8e-05,"Node_3","26.755948","UK",FALSE,26.756,11.875,26.75596,305.357142857143
21,22,8e-05,"Node_2","26.756024","UK",FALSE,26.75608,12.75,26.75604,327.857142857143
22,23,8e-05,"Node_1","26.7561","UK",FALSE,26.75616,13.5,26.75612,347.142857142857
15,24,4.24022,"Node_12","4.240224","UK",FALSE,4.24022,2.625,2.12011,67.5
24,25,14.8773,"Node_9","19.117478","UK",FALSE,19.11752,1.5,11.67887,38.5714285714286
24,26,2.99765,"Node_11","7.23787","USA",FALSE,7.23787,3.75,5.739045,96.4285714285714
26,27,8e-05,"Node_10","7.237946","USA",FALSE,7.23795,4.5,7.23791,115.714285714286
