"parent","node","branch.length","label","date","geo_loc_name_country","isTip","x","y","branch","angle"
103,1,0.00071,"ERR115000","31.543207","UK",TRUE,31.54321,1,31.542855,3.6
104,2,5.03388,"ERR119107","39.598679","UK",TRUE,39.59868,2,37.08174,7.2
106,3,6.04234,"ERR115004","40.608557","UK",TRUE,40.60856,3,37.58739,10.8
106,4,4.0232,"ERR115005","38.589409","UK",TRUE,38.58942,4,36.57782,14.4
107,5,4.02252,"ERR115046","39.592846","UK",TRUE,39.59285,5,37.58159,18
108,6,0.00071,"ERR115040","39.605491","UK",TRUE,39.6055,6,39.605145,21.6
108,7,0.00071,"ERR115079","39.605491","UK",TRUE,39.6055,7,39.605145,25.2
112,8,0.00071,"ERR3198401","42.105007","UK",TRUE,42.10496,8,42.104605,28.8
112,9,0.00071,"ERR567868","42.105007","UK",TRUE,42.10496,9,42.104605,32.4
113,10,0.00071,"ERR5412608","49.432619","UK",TRUE,49.43256,10,49.432205,36
113,11,0.00071,"ERR5413130","49.432619","UK",TRUE,49.43256,11,49.432205,39.6
115,12,9.07826,"ERR5413039","38.632584","UK",TRUE,38.63254,12,34.09341,43.2
116,13,8.1044,"ERR5413211","45.8453","UK",TRUE,45.84526,13,41.79306,46.8
117,14,0.00071,"ERR5413210","38.665962","UK",TRUE,38.66592,14,38.665565,50.4
117,15,0.00071,"ERR5414207","38.665962","UK",TRUE,38.66592,15,38.665565,54
120,16,3.00866,"ERR4020076","48.826622","Ireland",TRUE,48.82661,16,47.32228,57.6
120,17,0.00071,"ERR4020072","45.818664","Ireland",TRUE,45.81866,17,45.818305,61.2
121,18,1.99637,"ERR4020082","48.863821","Ireland",TRUE,48.86386,18,47.865675,64.8
121,19,0.00071,"ERR4020079","46.868155","Ireland",TRUE,46.8682,19,46.867845,68.4
123,20,0.00071,"ERR363266","39.747275","UK",TRUE,39.74721,20,39.746855,72
123,21,0.00071,"ERR330780","39.747275","UK",TRUE,39.74721,21,39.746855,75.6
124,22,16.1349,"ERR4020052","45.933255","Ireland",TRUE,45.93326,22,37.86581,79.2
125,23,0.00071,"ERR5412484","55.059981","UK",TRUE,55.05997,23,55.059615,82.8
125,24,0.00071,"ERR5413107","55.059981","UK",TRUE,55.05997,24,55.059615,86.4
126,25,16.3386,"ERR5413014","39.894886","UK",TRUE,39.8948,25,31.7255,90
129,26,0.00071,"ERR363268","49.56351","UK",TRUE,49.56353,26,49.563175,93.6
129,27,0.00071,"ERR330782","49.56351","UK",TRUE,49.56353,27,49.563175,97.2
130,28,0.00071,"ERR363260","33.707092","UK",TRUE,33.70703,28,33.706675,100.8
130,29,0.00071,"ERR330774","33.707092","UK",TRUE,33.70703,29,33.706675,104.4
131,30,28.3664,"ERR5412508","53.836671","UK",TRUE,53.83661,30,39.65341,108
134,31,0.00071,"ERR5413977","42.929217","UK",TRUE,42.92917,37,42.928815,133.2
135,32,0.00071,"SRR6045196","42.929923","UK",TRUE,42.92988,38,42.929525,136.8
135,33,0.00071,"ERR5411990","42.929923","UK",TRUE,42.92988,39,42.929525,140.4
140,34,0.00071,"ERR5412879","43.944569","UK",TRUE,43.94453,44,43.944175,158.4
142,35,0.00071,"ERR5412976","43.945981","UK",TRUE,43.94595,45,43.945595,162
142,36,0.00071,"ERR5413573","43.945981","UK",TRUE,43.94595,46,43.945595,165.6
143,37,0.00071,"SRR6045755","43.945981","UK",TRUE,43.94595,47,43.945595,169.2
143,38,0.00071,"ERR5413614","43.945981","UK",TRUE,43.94595,48,43.945595,172.8
139,39,0.00071,"ERR5412519","42.943853","UK",TRUE,42.94381,43,42.943455,154.8
138,40,0.00071,"SRR6046272","42.932382","UK",TRUE,42.93234,42,42.931985,151.2
137,41,0.00071,"SRR6046653","42.929923","UK",TRUE,42.92988,41,42.929525,147.6
136,42,0.00071,"ERR5413297","42.929217","UK",TRUE,42.92917,40,42.928815,144
144,43,0.00071,"ERR363271","36.807377","UK",TRUE,36.80733,31,36.806975,111.6
145,44,0.00071,"ERR330785","36.808083","UK",TRUE,36.80804,32,36.807685,115.2
146,45,0.00071,"ERR330784","38.832163","UK",TRUE,38.83212,33,38.831765,118.8
147,46,0.00071,"ERR363270","38.832869","UK",TRUE,38.83283,34,38.832475,122.4
148,47,0.00071,"ERR363269","38.833575","UK",TRUE,38.83354,35,38.833185,126
148,48,0.00071,"ERR330783","38.833575","UK",TRUE,38.83354,36,38.833185,129.6
151,49,0.00071,"ERR5413595","50.151619","UK",TRUE,50.15155,49,50.151195,176.4
151,50,0.00071,"ERR5414329","50.151619","UK",TRUE,50.15155,50,50.151195,180
